Song Name,Song ID,Genres,Main Genres
Lifes On The Line,65l5KYs1YMFplVybSvFZqZ,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']","['Hip hop Music', 'Pop Music']"
See America Right,0IXl9HE9k2s0QTfp8mPGWC,"['anti-folk', 'chamber pop', 'folk punk', 'indie rock', 'lo-fi', 'melancholia', 'new weird america']","['Folk Music', 'Pop Music', 'Rock Music']"
"American Woman - 7"" Single Version",0emHuukZSuaOzOlsAWHj2W,"['album rock', 'british blues', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']","['Blues Music', 'Folk Music', 'Country Music', 'Rock Music']"
First Breath After Coma,3JEZsNaO2MkUfW4EliIPkH,"['american post-rock', 'cinematic post-rock', 'instrumental post-rock', 'melancholia', 'post-rock']",['Rock Music']
Heaven's Gonna Burn Your Eyes,1fwqgMXXwqEypnltDtmkGF,"['downtempo', 'electronica', 'livetronica', 'trip hop']",['Electronic Music']
Ragtime Interlude / I'm Really Hot,3yei0S35YFOEBOiKN287MW,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']","['Hip hop Music', 'Pop Music']"
Waiting Around To Die,7gtrXOGETM9OkerNjNXeie,"['alternative country', 'classic texas country', 'cosmic american', 'folk', 'outlaw country', 'roots rock', 'singer-songwriter']","['Folk Music', 'Country Music', 'Rock Music']"
"It's A Man's, Man's, Man's World - Single Version / Mono",5vMTfupz6z7wlNiz0xVb4j,"['funk', 'soul']",[]
Translating the Name,2fsYDaUa76sRjlHxqh1sdx,"['neon pop punk', 'pop punk', 'post-hardcore', 'screamo']",['Pop Music']
"House Of 1000 Corpses - From ""House Of 1000 Corpses"" Soundtrack",2mhgIn2jZSrC9G7NASBPbl,"['alternative metal', 'hard rock', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']",['Rock Music']
Blood Hound,6rbfsPyc6fpoDv1NEuHXyq,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']","['Hip hop Music', 'Pop Music']"
Anniversary of an Uninteresting Event,27gb40S6AIpP5lrhLxlfXj,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",['Rock Music']
Intuition,6oeawig19gwjWTBzE3WuDq,"['pov: indie', 'slc indie']",[]
Mi Libertad - with Special Guest: Voltio,5irJ9qqvXp2hPpRqAhqWiS,"['latin pop', 'puerto rican pop', 'salsa', 'salsa puertorriquena', 'tropical']",['Pop Music']
Nettie,3W6sY8TV0geWZLSBIWKwyo,"['alternative metal', 'gothic metal', 'industrial metal', 'industrial rock', 'metal', 'nu metal']",['Rock Music']
Entra en Mi Vida,2h0iSG7htO0V4IvuwbTBf3,"['latin arena pop', 'latin pop', 'mexican pop']",['Pop Music']
Bloodwork,201NunZ5rsvabQoX2PxMlS,"['alaska indie', 'groove metal', 'melodic metalcore', 'metalcore', 'nu metal']",[]
Love You More,3jc0jdopFsv3dYz5uo8OCr,['pittsburgh rap'],[]
The Way It Is,6V50MyHPGhEmwYu0Wdyf0t,"['album rock', 'heartland rock', 'mellow gold', 'piano rock', 'singer-songwriter', 'soft rock']",['Rock Music']
Brand New Colony,41DoIsysoay2pUEPMDpEJB,"['chamber pop', 'indie rock', 'indietronica', 'seattle indie']","['Pop Music', 'Rock Music']"
Te Hago el Amor,0nVv1HzJZjBl7ntOEL47Cf,"['reggaeton', 'urbano latino']",['Reggae Music']
Allure,3zs0eWdQ9zpWUX8ZbFLJZz,"['r&b', 'rap']",[]
Bang On The Drum All Day,1RrmaSK3GCuQKG4sIy9hjT,"['art rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'philly soul', 'power pop', 'singer-songwriter', 'soft rock', 'zolo']","['Folk Music', 'Pop Music', 'Country Music', 'Rock Music']"
You Are My King (Amazing Love),4c2H9y42pbzGonJUmJpV6K,"['ccm', 'christian alternative rock', 'christian music']",['Rock Music']
Outrageous,2vPCRs3g0vdLU8sHlAEytO,"['dance pop', 'pop']",['Pop Music']
Rag Doll,2KCJYwlBWxdlwyIYckIf6V,"['album rock', 'classic rock', 'hard rock', 'rock']",['Rock Music']
Find A Way,2MAaiV0bbeq4FpSwPe2rR8,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'jazz rap', 'queens hip hop']","['Hip hop Music', 'Jazz Music']"
